review_id,game_id,author,hours_played,recommended,helpful_votes,date,review_text
r027,g19,pickle_prophet,52.8,True,13,2026-06-27,"Every session generates a story. Last night someone launched the Tower of Bologna across the kitchen, it landed fully assembled, and we all stood up like it was a sports final. The physics are just unpredictable enough to be funny and just consistent enough to master. Couch co-op gold, and online works fine too. Solo is skippable, buy it for game night."
r028,g20,patchwatch_petra,67.3,True,11,2026-01-30,"Patch 1.3 promised load time optimization. Loads went from 60 seconds to about 35 on my drive, so, progress, but still absurd for a turn based game. Everything else remains best in class."
r029,g11,fortress_fan,64.0,True,13,2024-09-22,"Credit where due: the Fortress anti-cheat update actually banned a visible wave of engine users, and my last twenty lobbies had maybe two suspicious players instead of ten. That's progress. The matchmaking still shoves fresh accounts against thousand-win veterans though, and low ranks are still bot city. Recommending it because the bones are brilliant and the devs finally seem awake, but they are not done."
r030,g16,permafrost_pete,34.2,True,7,2026-04-26,"The hunger and warmth systems interlock beautifully, and hunting caribou across cracking ice at night is genuinely tense. If Coldsnap keeps patching at this pace, this becomes a classic. Will be great in a year."
r031,g02,one_more_run_ok,412.0,False,247,2025-01-15,400+ hours. NOT recommended. Do you understand? I have a family. I have a job. And yet every night I'm back in the Mossy Cellar telling myself one more run. The turnip familiar knows me better than my coworkers do. I can't stop playing. Send help.
r032,g11,chaos_castling,26.0,True,18,2026-06-30,Chess but the floor is lava and everyone has a knife. Yes.
r033,g03,airlock_annie,29.0,False,14,2025-04-15,Disconnects every twenty minutes like clockwork. Lost a full hold of platinum scrap when the server dropped us mid-extraction. My crew moved on to other games and honestly I don't blame them.
r034,g02,lilguysenjoyer,19.0,True,4,2023-06-30,"the little guys. the LITTLE GUYS. i grew a radish paladin and cired when he sacrificed himself for my strawberry mage. game of the year, no notes"
r035,g15,content_drought_dan,38.7,False,22,2025-01-19,"Fantastic for about 25 hours, then the content completely dries up. No seasonal events, no new floors since the 1.4 patch, nothing to chase. Thumbs down until they feed the endgame something."
r036,g08,apogee_runner,612.0,True,44,2026-03-15,"600 hours, most of them chasing leaderboard times in Kepler Junction. The reason this game holds up: the physics are deterministic. Same input, same result, every single time, which is why the speedrun scene is thriving. And yes — the 1.5 patch finally got controller support out of beta, and it actually works now, deadzones and all. Took them long enough, but this is the definitive way to play."
r037,g01,nitr0nadia,47.0,True,5,2025-04-10,"game dies after the update at least once a night, usualy mid drift. still cant quit it tho. the handling has ruined every other racer for me. plz fix velocity forge"
r038,g07,q3_budget_ghost,2.4,True,26,2024-10-01,A haunted quarterly budget that whispers your expense report back at you. The pivot-table jump scare got me so badly my cat left the room. Two hours of the funniest horror writing in years.
r039,g04,brickbybrick_ben,55.0,False,28,2024-07-20,"Once your castle passes five hundred pieces the frame rate falls off a cliff. My dream fortress became a lag fortress. The physics is glorious, the performance is authentically medieval."
r040,g05,fomo_fatigue,63.0,False,7,2024-11-11,"fomo pass, login queue, whale food. im out."
r041,g07,midday_medium,2.8,True,11,2024-11-05,Beat it on a long lunch break and then thought about it for a week straight. Short? Absolutely. But every minute is dense with jokes and dread. Some meals are small and perfect.
r042,g06,grep_reaper,17.0,True,8,2025-07-02,grep is a weapon here. literally. i grep the ghosts.
r043,g20,paywall_patrol,28.7,False,38,2025-06-18,"Half the units are paywalled. The Iron Choir pack alone costs 15 euro on top of a 25 euro game, and ranked is miserable without those units. A predatory model wrapped around brilliant design."
r044,g05,first_mate_finn,58.0,True,20,2022-11-20,"Launch-era pirate life is great. Four friends on a brig, someone yelling about the mainsail, cannonballs skipping across the waves. The cash shop is just hats for now. Come sail while it's still pure."
r045,g06,thirty_deaths_in,3.1,False,12,2025-07-15,There is no tutorial. None. You wake up in a shell with a blinking cursor and the game just watches you drown. I died thirty times before learning I could even change directories. Some people call that design. I call it a wall.
r046,g05,CAPSLOCK_CORSAIR,156.0,False,312,2025-03-15,THE ADMIRAL'S VAULT UPDATE IS THE LAST STRAW. RANDOMIZED CANNON CRATES WITH ACTUAL STAT BOOSTS. A GHOST CANNON THAT COSTS ROUGHLY FIFTY EURO AFTER THE GEM CONVERSION SANK MY FULLY CREWED BRIG IN TWO SHOTS. TWO. THREE YEARS OF LOYALTY AND KRAKEN INTERACTIVE TURNED A PIRATE GAME INTO A CASINO WITH SAILS. REVIEW STAYS NEGATIVE UNTIL THE CRATES SINK.
r047,g16,longthaw_lament,13.2,False,24,2026-04-11,"Third quest in a row where the script simply gave up. Talked to the elder, nothing. Reloaded, nothing. Rolled back my save and lost two hours. The writing is actually good, which somehow makes it hurt more."
r048,g16,walletfrost,11.0,False,33,2026-03-01,"34.99 for what is essentially a paid beta is insulting. Half the systems are placeholders and the other half are frozen, and not in the fun thematic way. Massively overpriced for the state it shipped in."
r049,g08,orbit_owl,27.3,True,3,2023-12-05,one more try turned into 3am again. the physcis are just so good
r050,g16,fps_accountant,15.3,False,19,2026-03-15,"RTX 4070, 32GB RAM, and Frosthaven still drops to 38fps in the market district. Quest markers corrupt after every fast travel and point at coordinates that do not exist, and The Long Thaw softlocked when an NPC froze mid dialogue. I want to love this so badly. The bones are genius. The flesh is missing. Come back at version 1.5."
r051,g13,case_reopened,19.0,True,62,2024-10-05,"The best-written game I've played in years. Every conversation with Inspector Vell crackles, every loop of the 4:17 reset teaches you something new about the same ten minutes, and the way the case slowly rearranges itself in your head is masterful. And the ending — I can't spoil it, but wow. I sat through the credits in silence and then immediately messaged three friends to buy it."
r052,g10,cost_per_laugh,3.3,True,8,2025-03-19,"Let's be honest, the novelty wears thin around hour three. But it costs less than a cinema ticket and I laughed more. The math checks out."
r053,g16,glacierbase_gus,72.8,True,13,2026-06-15,"Built my base into the side of a crevasse and rigged geothermal heating, then a patch moved the vent and my bedroom became a freezer. I laughed and rebuilt. That is this game: it breaks constantly and I keep coming back, because nothing else lets you homestead a living glacier. Flawed, ambitious, and slowly getting fixed."
r054,g06,regex_redemption,44.0,True,23,2025-06-20,"This game taught me regex better than two semesters of university. I captured a boss's attack pattern with a grouping expression and my hands were shaking. Educational software disguised as a nightmare, or possibly the other way around."
r055,g20,typo_tactician,44.4,True,6,2024-11-25,"increadible tactics game, teh echo system is genius and evrey mission feels handcrafted. deepest stratagy ive played in years, definately recomended for patient players"
r056,g19,afterthought_alert,18.5,True,9,2026-01-08,"Single player is clearly an afterthought, a spreadsheet wearing a chef hat. But with friends this is the loudest fun in the genre, so thumbs up with an asterisk the size of a baguette."
r057,g07,coffee_spill_carol,2.5,True,12,2025-04-04,"the pivot table jump scare made me spill coffee on my actual work spreadsheet. hazard pay for this game please. anyway 10/10, hr has been notified"
r058,g07,runtime_police,1.9,False,14,2024-10-20,"Finished in one hour fifty-four. Even at ten euro that stings when the store page says nothing about length. Brilliant concept, criminally brief. Wait for a sale or a content update."
r059,g13,annex_archivist,20.0,True,7,2026-02-28,"The Records Annex at closing time, rain on the windows, a case file that doesn't add up. This game understands atmosphere like nothing else in the genre."
r060,g02,okgardener,203.0,True,15,2025-03-22,"200 hours. no regrets. okay, some regrets. one more run."
r061,g16,aurora_chaser,29.7,True,12,2026-04-02,"Climbed the Shiverspire at dawn, aurora overhead, ice groaning under my boots. Gorgeous frozen world, easily the best looking survival game out there. Buggy, sure, but I keep taking screenshots instead of surviving."
r062,g04,digital_sandcastles,31.0,True,5,2024-12-01,digital sandcastles with structural liability. deeply my thing.
r063,g01,refund_randy,11.2,False,8,2025-03-28,hangs on the loading screen since the update. stared at neon for ten minutes.
r064,g13,vell_wisher,12.0,True,8,2025-03-30,"the writting in this game, my god. inspector vell lives in my head rent free"
r065,g12,stutter_step,5.6,False,22,2025-10-14,"The spec sheet says 8GB of VRAM. Reality says 12. Constant texture streaming stutter on my 3060 Ti, 40fps dropping to 15 whenever a new zone loads in. Terrifying atmosphere, mostly because of the frame graph."
r066,g03,voidjanitor,38.0,True,17,2025-03-01,"Drifting through a dead freighter in Sector 7 with three friends on voice chat, flashlights cutting through the dust, somebody whispering that the reactor is still warm. Best co-op atmosphere in years. Play it with a full crew."
r067,g02,fernfriend,96.0,True,12,2024-08-19,"Endgame gets grindy, no way around it. Unlocking the last greenhouse tier took me thirty hours of running the same three biomes. But the moment-to-moment gardening combat is so pleasant I barely minded. Mostly."
r068,g18,roadmap_mourner,89.5,False,41,2026-02-19,"No update in 14 months. Fourteen. The game is wonderful and abandoned, like a beautiful barn nobody repairs. I cannot recommend a live game that is not alive."
r069,g04,moatdigger600,641.0,True,23,2025-10-31,i dig moats to relax. six hundred hours of moats.
r070,g13,walkthrough_walt,25.0,True,34,2025-05-09,"Honest review: I had a walkthrough tab open for the entire final act, and I don't feel guilty about it. The pneumatic mail-sorting puzzle alone must have ended careers. But here's the thing — even being dragged through it by a guide, this is one of the best detective stories in the medium. The writing carries everything. Imagine what it would be with a proper hint system."
r071,g08,slingshot_sue,64.0,True,31,2024-03-22,"Playing on my living room TV there's a noticeable delay between pressing jump and the little guy actually jumping — feels like half a second on bad days. I eventually moved to my desk monitor and the game transformed. And what a game it is under there: momentum puzzles, the Slingshot Gauntlet, a soundtrack that ramps up as you fall. Fix the latency and this is a classic."
r072,g09,wax_and_wane,47.0,True,33,2025-07-22,"Pros:
- Best hand-drawn art in the genre, and it's not close
- A soundtrack that will live in your head for months
- Bosses that feel like duels, not stat checks
- A story that earns its ending

Cons:
- The map is decorative spaghetti
- Fast travel unlocks hours later than it should
- One nasty difficulty spike in the Gloaming

Still an easy recommendation."
r073,g16,under_the_map_andy,8.6,False,52,2026-02-25,"Incredible immersive experience. I am currently beneath the glacier, falling gently through infinite blue nothing, watching a T-posing seal spin past me. Truly next gen. 10/10, would clip through reality again."
r074,g13,timetable_terror,18.0,True,12,2026-04-19,"Stuck 90 minutes on the tram timetable puzzle. The answer was on a poster two rooms back. Rude. Brilliant, but rude. The new Consultant Mode hints would have saved me — I just refused to use them out of pride."
r075,g09,quiet_flame,15.4,True,4,2026-01-08,Haunting. That's the word. Haunting.
r076,g19,camera_casualty,3.2,False,8,2026-03-16,"Two problems: alone there is nothing to do, and the swooping camera gave me a headache before I could even find someone to play with. Not for solo players, and possibly not for inner ears."
r077,g06,sandbox_convert,26.0,True,16,2025-11-20,"The new practice sandbox in 1.2 should have shipped at launch, but credit where due: consequence-free shell, searchable in-game manual, and suddenly my non-programmer partner is clearing floor three. Complaints addressed, thumbs up."
r078,g06,pros_cons_pipe,64.0,True,21,2026-01-08,"Pros:
- real shell commands, pipes and all, as core mechanics
- proper roguelike depth, seeded runs, dailies
- chiptune soundtrack that goes way too hard

Cons:
- throws you off the deep end with zero explanation
- permadeath plus typos equals heartbreak
- inventory is literally environment variables, which is funny until it isn't

For terminal people this is a 10. Everyone else, start in sandbox mode."
r079,g05,queue_sailor,5.5,False,9,2022-12-30,spent longer in the login queue than in the actual tutorial.
r080,g20,turn_based_tina,76.9,True,26,2025-09-05,"Pros:
- Every turn is a genuine puzzle
- The echo mechanic is the freshest tactics idea in a decade
- Fantastic map variety

Cons:
- Load times are absurd even on an SSD
- Too many units locked behind DLC
- The menu music will colonize your brain"
r081,g11,first_crown_frank,71.0,True,10,2026-03-08,Seventy hours to win my first crown. I stood up and screamed at 1am. My neighbors hate me and it was completely worth it.
r082,g11,one_more_queue,463.0,False,152,2024-05-17,"463 hours. NOT recommended. The matchmaking is a coin flip, half my lobbies are bots on rails, and an engine user ruins every third final circle. Anyway, I'm queuing again tonight. I can't stop. Send help."
r083,g02,HundredHourHannah,218.0,True,31,2024-02-14,"218 hours and every run still surprises me. The seed synergy system is deceptively deep: sunflower turret plus dew charm plus the sprint trowel turns you into a lawnmower of love. My only real complaint after all this time is the inventory. Twelve slots was fine in year one, but there are so many seed types now that half my run is bag management. Give us pockets, Tiny Cauldron."
r084,g09,moth_mum,28.0,True,12,2025-08-14,"The Mother Pyralis fight, with that lullaby playing underneath it? I put the controller down afterwards and just sat there. Games don't usually do that to me."
r085,g06,cliff_climber_cs,29.0,True,14,2025-09-01,"People say difficulty curve. This is a difficulty cliff, sheer and frictionless. But the moment piping finally clicked and I one-shot a floor that used to take twenty minutes, no game has ever felt more rewarding."
r086,g08,keyboard_krusader,33.0,True,16,2024-09-19,"I have thrown my headset once, slapped my desk more times than I can count, and developed an eye twitch that activates whenever I hear the respawn sound. My hands hate this game. Recommending it anyway, because apparently I hate my hands."
r087,g08,frame_perfect_fiona,6.8,False,13,2023-10-08,"There is visible input latency on my setup — press jump, count to half a second, watch him leap into a laser. Tried three cables, two monitors, borderless and fullscreen. A precision game that ignores your inputs isn't hard, it's broken."
r088,g05,saltiest_veteran,1150.0,False,288,2026-03-03,"Eleven hundred hours since the 2022 launch, so believe me when I say I wanted to love this forever. Watch the timeline: 2022, cosmetics only. 2023, XP boosts appear. 2024, the battle pass grows expiring tiers. 2025, gacha cannons with stats. Every year the ship battles stay brilliant and every year they get buried under another storefront. The login queue is even back on event weekends. I'm done. o7"
r089,g02,moss_witch_maja,87.0,True,18,2023-05-20,"The most wholesome roguelite ever made. You grow a little vegetable knight, you bonk slugs, you die, your garden remembers you. I meant to play for twenty minutes and it is now dawn."
r090,g01,wavegarage,23.5,True,7,2025-06-20,1.4 runs smooth as glass now. soundtrack still undefeated.
r091,g13,foreshadow_hunter,43.0,True,29,2026-06-14,"Second playthrough finished. Knowing the ending, the foreshadowing is everywhere — background dialogue, the clock faces, even the stamps on the case files. It's all there from minute one, hidden in plain sight, and I refuse to say more because you deserve to find it clean. Puzzle difficulty is still spiky (Consultant Mode helps now), but as a piece of writing this is the finest detective fiction in games."
r092,g07,ng_plus_nancy,9.3,True,7,2025-11-15,"New game plus adds three endings and a secret one hidden behind a formula I won't spoil. Hunting them doubled my playtime, and the sinister-cheerful tone never wears out. The short-game complaints are officially outdated."
r093,g05,map_button_where,41.0,False,15,2025-05-20,The cash shop button is bigger than the map button. That's the whole review. That's the entire design philosophy in one screenshot.
r094,g15,wok_this_way,58.3,True,11,2026-07-12,"Wish there was anything past the penthouse floor. You max everything out and the game politely runs out of ideas. Still one of my favorite chill games ever made, hence the thumb up."
r095,g03,ping_999,56.0,True,24,2025-08-30,"5/5, the desync adds roguelike unpredictability. You never know which deck you're actually standing on, or whether the loot you grabbed exists. Schrodinger's salvage. My friends and I have started betting on whose reality is canon. Thumbs up, I guess."
r096,g02,cozygrind,14.0,True,6,2023-07-04,"cozy on the outside, crippling addiction on the inside."
r097,g12,abyssal_completionist,84.0,True,19,2026-05-22,"84 hours, every log collected, new game plus finished after 1.2. Saves have been rock solid since the patch. This is the best survival horror in years and I will not be elaborating on what lives in the Brinefall."
r098,g10,goatnado_survivor,14.2,True,11,2025-08-21,"The 9.3 Goatnado update is the funniest patch ever shipped. Sixty goats in one tornado, a physics engine audibly begging for death, my fps in the single digits, and I did not care even a little."
r099,g19,honest_hoagie,26.3,True,8,2025-09-15,Buy this if and only if you have people to play with. Solo mode feels like practicing a wedding dance alone in a garage. With a full couch it is an absolute riot.
r100,g05,broadside_bros,145.0,True,25,2023-05-14,"Nothing in gaming beats a coordinated broadside. Four of us with roles locked in: helm, sails, cannons, repairs. We chased a rival crew through a storm into the Kraken's Maw event, traded volleys around the whirlpool, and boarded them with two hull planks left. The cash shop is creeping toward pay-for-power and the queues on event nights are grim, but when this game sings, it SINGS."
r101,g16,refund_speedrun,1.1,False,27,2026-02-13,Fell through the ice four times in the tutorial. Refunded.
r102,g05,doubloon_doubter,76.0,False,12,2025-06-18,the real treasure was the microtransactions we bought along the way.
r103,g03,desync_dave,21.0,False,26,2025-03-10,The desync is unreal. My buddy watched me float outside the hull while on my screen I was cutting cargo straps. We sold the same salvage twice and then it vanished for both of us. Great game trapped inside terrible netcode.
r104,g13,adventure_grump,7.2,False,18,2025-01-20,"Moon logic everywhere. At one point the answer is basically 'combine the stamp with the pigeon' and I refuse to believe anyone solved that unaided. Great prose, exhausting puzzles."
r105,g18,faithful_farmer,61.2,True,19,2026-04-05,"The Reforged update saved this game. Welcome back, Anvil and Acre."
r106,g16,FROZEN_AND_FURIOUS,9.8,False,341,2026-02-14,"35 EURO FOR THIS. THE MAIN QUEST BROKE TWO HOURS IN, THE OBJECTIVE MARKER SENT ME TO AN EMPTY IGLOO, AND WHEN I FAST TRAVELED BACK THE ENTIRE VILLAGE WAS T-POSING AT ME LIKE A CULT. THEN I FELL THROUGH THE ICE AND KEPT FALLING. FOREVER. INTO THE VOID. COLDSNAP TESTED NOTHING. DO NOT BUY UNTIL THIS IS FIXED."
r107,g10,one_evening_wonder,3.6,True,9,2024-09-14,"Great with friends watching, but solo the novelty runs dry fast. I saw basically everything it has in one evening. Fun evening though."
r108,g02,turnip_tamer,33.0,True,9,2023-09-10,Grandma Bramble is the best first boss in the genre. She knits while she fights you and apologizes when she wins. Also my turnip familiar has a little hat now. Ten out of ten.
r109,g13,spoiler_vault,14.0,True,21,2024-11-12,"I can't spoil it, but WOW. Go in blind."
r110,g07,autosum_scream,3.2,True,8,2025-02-28,"Perfect horror-comedy rhythm. It lulls you with a joke about expense categories, then the autosum row starts summing numbers you never entered. I laughed and screamed within the same five seconds. More games should be this confident."
r111,g09,papercut_prophet,24.0,True,5,2026-04-27,"Bring tissues, and a notebook for directions."
r112,g18,quiet_quencher,27.4,True,4,2023-04-16,"watered my crops, hammered a sword, felt feelings. perfect game"
r113,g06,weekend_sysadmin,107.0,True,17,2026-03-30,"I administer servers for a living and now, apparently, for fun. The Cron Reaper boss spawns adds on a real schedule you can read and edit if you're fast enough, which is the cleverest fight design I've seen in years. My wife asked why I was killing processes at midnight and I had to clarify it was recreational. The learning curve filtered out my whole friend group though. I alone remain."
r114,g17,arcane_accountant,82.1,True,18,2025-10-25,"82 hours in and the writing still surprises me. A banshee formed a tenant union with three skeletons and their list of demands made me cry laughing. Yes, the Mimic Chest exploit still works even after patch 1.2 claimed to fix it, and yes, gold is basically decorative at this point, but I stopped caring. I am here for the letters. Arcane Lease, hire more writers and fire your economist."
r115,g17,leaselich,47.5,True,25,2025-05-17,"Pros:
- Sharpest comedy writing in the genre
- Complaint letters I screenshot and send to friends
- Evicting a poltergeist is a whole quest line

Cons:
- Gold stops mattering by week 3
- Tenant AI walks into walls and occasionally into each other
- The rent formula appears to be a random number generator"
r116,g08,vsync_vera,41.0,True,25,2024-11-02,"PSA: if your inputs feel laggy, turn off vsync and cap the framerate in the config file. Went from mushy to instant on my 1660, solid 144fps. Game is a masterpiece once it actually listens to you."
r117,g10,crumb_collider,4.5,True,26,2025-05-06,9/10 would clip through Mayor Crumb again. Docked one point: he clipped through me first.
r118,g20,quiet_thinker,12.5,True,3,2024-12-08,Chess energy. My brain hums after every mission.
r119,g14,one_button_bored,8.6,False,16,2025-06-15,"Combat is mashing one button against the same three chrome aphids, over and over. The farming half is lovely, but half a game is exactly what this is."
r120,g14,verdigris_veteran,210.0,True,22,2026-04-12,"210 hours. The endgame is thin and I've automated almost everything, but the ritual keeps pulling me back — morning rounds in the mech, checking mutation crops from the Harvest Protocol update, rain on the hull. The new weather system genuinely changed how I plan my seasons. Combat still needs a real rework and the roadmap is behind, but this is my comfort game and I've accepted it."
r121,g04,laptop_lava,22.0,False,6,2025-08-15,"my laptop sounds like a trebuchet winding up whenever i load my big castle. 12 fps in the courtyard, 40 in an empty feild. love the game, cant actualy play the game"
r122,g12,breathing_walls,11.0,True,9,2025-09-27,i heard something breathe behind me and unplugged my headphones. masterpiece.
r123,g13,four_seventeen,22.0,True,27,2025-02-14,The moment the 4:17 loop structure clicks and you realize what the game has been doing the whole time — chills. Actual chills. Smartest structure in the genre.
r124,g12,budget_build_ben,3.4,False,31,2025-03-28,My 8GB card chokes hard — 22fps on medium at 1080p with VRAM pegged the entire time. A 3070 should not be struggling like this in corridors. Wait for optimization.
r125,g10,ferris_wheel_felon,11.0,True,41,2024-07-30,"Strapped a jetpack to my goat, crashed a wedding, got the bride's bouquet stuck to my tongue, dragged the entire buffet table up the ferris wheel, and then the ragdoll physics flung me three districts away into an open manhole. The game gave me an achievement called 'Uninvited'. I have not laughed this hard at a screen in years. It is deeply stupid and I love it."
r126,g17,duct_tape_dev,11.3,False,7,2026-06-18,Great jokes stapled to an economy made of wet cardboard.
r127,g03,lostcargo_lena,31.0,False,19,2025-09-19,"Session died during the final haul of a three-hour run and the game kept nothing. No reconnect, no recovery, just a menu screen and my crew groaning on voice chat. Until they fix connection stability, wait."
r128,g09,cello_ghost,22.5,True,6,2025-09-01,the gloaming at dusk with the cello theme. i wept. actually wept.
r129,g14,diesel_daisy,31.0,True,26,2025-05-02,"Piloting a 40-ton mech to gently water tomato rows should not work as a concept, and yet it's the most relaxing thing I've played all year. Iron Petal understood something the rest of us didn't."
r130,g19,sub_zero_sub,9.6,True,1,2025-11-09,Nine euro for this much screaming is a bargain.
r131,g10,bored_bovid,4.2,False,12,2024-06-08,Everything funny happens in the first two hours. After that it's an empty sandbox and you realize the jokes were the whole game. There's no there there.
r132,g08,analog_andy,4.7,False,11,2024-02-14,"The analog stick deadzone is all wrong. Tiny movements get ignored, then it suddenly registers full tilt — in a game about millimeter-perfect jumps that's fatal. The 1.4.2 beta patch improved it slightly, but it still feels like steering a shopping cart."
r133,g12,hydrophone_hermit,27.0,True,45,2025-05-15,"Wear headphones. The sound design is the best I have ever heard — the hull groans, the distant sonar returns, the wet clicking the anglerkin make when they're close. There's a chase through Deck C of the Meridian that I had to pause halfway through just to breathe. The scariest game of the decade when it works, and it mostly works."
r134,g08,gauntlet_glenn,48.6,True,5,2025-02-27,The Slingshot Gauntlet is the best platforming level ever made. Fight me.
r135,g19,lone_lettuce,3.0,False,6,2025-07-21,Solo mode is a snoozefest. The fun only exists in multiplayer.
r136,g19,friendship_ruiner,61.4,True,29,2025-08-24,"Terrible game. It has ruined three friendships, my sister no longer speaks to me after the mustard incident, and we have played every single Friday for four months straight. Absolutely do not buy it. Five stars, thumbs up."
r137,g11,turing_test_ted,23.0,False,21,2023-11-08,"Lobby full of bots. Sixty of my 99 opponents moved instantly with zero blunders until they all collapsed on cue, and then the same three usernames show up in every real match. The player count is smoke and mirrors."
r138,g12,zone_hitch,6.9,False,11,2025-11-20,"Genuinely great horror, but I can't recommend it until they optimize. There's a massive hitch every time you cross into a new zone — nothing kills terror like a two-second freeze mid-chase."
r139,g12,certified_coward,0.9,True,33,2025-04-30,0.9 hours played. Refunded. Not because it's bad — because I'm a coward.
r140,g01,ClutchKickCarla,52.0,True,14,2024-11-30,"Great racing, gorgeous neon rain effects, and the drifting feels like butter on Sunset Loop. Only gripe is the rubber-band AI. You can drive a perfect race and second place still magnetizes to your bumper on the final straight."
